$Numeros de Nodos
81
$Lista de Nodos y sus coordenadas
24	14	23	22
25	14	15	23
26	15	24	23
27	15	16	24
28	16	25	24
29	16	17	25
30	17	26	25
31	17	18	26
32	18	27	26
33	19	20	28
34	20	29	28
35	20	21	29
36	21	30	29
37	21	22	30
38	22	31	30
39	22	23	31
40	23	32	31
41	23	24	32
42	24	33	32
43	24	25	33
44	25	34	33
45	25	26	34
46	26	35	34
47	26	27	35
48	27	36	35
49	28	29	37
50	29	38	37
51	29	30	38
52	30	39	38
53	30	31	39
54	31	40	39
55	31	32	40
56	32	41	40
57	32	33	41
58	33	42	41
59	33	34	42
60	34	43	42
61	34	35	43
62	35	44	43
63	35	36	44
64	36	45	44
65	37	38	46
66	38	47	46
67	38	39	47
68	39	48	47
69	39	40	48
70	40	49	48
71	40	41	49
72	41	50	49
73	41	42	50
74	42	51	50
75	42	43	51
76	43	52	51
77	43	44	52
78	44	53	52
79	44	45	53
80	45	54	53
81	46	47	55
82	47	56	55
83	47	48	56
84	48	57	56
85	48	49	57
86	49	58	57
87	49	50	58
88	50	59	58
89	50	51	59
90	51	60	59
91	51	52	60
92	52	61	60
93	52	53	61
94	53	62	61
95	53	54	62
96	54	63	62
97	55	56	64
98	56	65	64
99	56	57	65
100	57	66	65
101	57	58	66
102	58	67	66
103	58	59	67
104	59	68	67
105	59	60	68
106	60	69	68
107	60	61	69
108	61	70	69
109	61	62	70
110	62	71	70
111	62	63	71
112	63	72	71
113	64	65	73
114	65	74	73
115	65	66	74
116	66	75	74
117	66	67	75
118	67	76	75
119	67	68	76
120	68	77	76
121	68	69	77
122	69	78	77
123	69	70	78
124	70	79	78
125	70	71	79
126	71	80	79
127	71	72	80
128	72	81	80
$Nodos Vertices con CB Dirichlet
32
$Nodo/Grado de Libertad  1=Desplazamiento 2=ux' 3=uy'  0=Nada
1	1	2	3 	0	0	0
2 	1	0       3	0	0	0
3 	1	0       3	0	0	0
4 	1	0       3	0	0	0
5 	1	0       3	0	0	0
6 	1	0       3	0	0	0
7 	1	0       3	0	0	0
8	1	0       3	0	0	0
9	1	2	3 	0	0	0
10	1	2	0	0	0	0
19	1	2	0	0	0	0
28	1	2	0	0	0	0
37	1	2	0	0	0	0
46	1	2	0	0	0	0
55	1	2	0	0	0	0
64	1	2	0	0	0	0
18	1	2	0	0	0	0
27	1	2	0	0	0	0
36	1	2	0	0	0	0
45	1	2	0	0	0	0
54	1	2	0	0	0	0
63	1	2	0	0	0	0
72	1	2	0	0	0	0
73	1	2	3 	0	0	0
74 	1	0       3	0	0	0
75 	1	0       3	0	0	0
76 	1	0       3	0	0	0
77 	1	0       3	0	0	0
78 	1	0       3	0	0	0
79	1	0       3	0	0	0
80	1	0       3	0	0	0
81	1	2	3 	0	0	0
$Cantidad de Nodos Con Cargas Nodales
81
$Nodo Nodo/Grados de Libertad  /Fy
1	1	12.34
2	1	12.34
3	1	12.34
4	1	12.34
5	1	12.34
6	1	12.34
7	1	12.34
8	1	12.34
9	1	12.34
10	1	12.34
11	1	12.34
12	1	12.34
13	1	12.34
14	1	12.34
15	1	12.34
16	1	12.34
17	1	12.34
18	1	12.34
19	1	12.34
20	1	12.34
21	1	12.34
22	1	12.34
23	1	12.34
24	1	12.34
25	1	12.34
26	1	12.34
27	1	12.34
28	1	12.34
29	1	12.34
30	1	12.34
31	1	12.34
32	1	12.34
33	1	12.34
34	1	12.34
35	1	12.34
36	1	12.34
37	1	12.34
38	1	12.34
39	1	12.34
40	1	12.34
41	1	12.34
42	1	12.34
43	1	12.34
44	1	12.34
45	1	12.34
46	1	12.34
47	1	12.34
48	1	12.34
49	1	12.34
50	1	12.34
51	1	12.34
52	1	12.34
53	1	12.34
54	1	12.34
55	1	12.34
56	1	12.34
57	1	12.34
58	1	12.34
59	1	12.34
60	1	12.34
61	1	12.34
62	1	12.34
63	1	12.34
64	1	12.34
65	1	12.34
66	1	12.34
67	1	12.34
68	1	12.34
69	1	12.34
70	1	12.34
71	1	12.34
72	1	12.34
73	1	12.34
74	1	12.34
75	1	12.34
76	1	12.34
77	1	12.34
78	1	12.34
79	1	12.34
80	1	12.34
81	1	12.34
$Espesor de Placa
   1
$Modulo de Elasticidad de la PLaca
   10000
$Coeficiente de Poisson
   0.3


$nNod = sqrt(size(xx,1));surf(reshape(xx(:,1),nNod,nNod),reshape(xx(:,2),nNod,nNod),reshape(u(1:ndn:end),nNod,nNod))
